,mean,std,skewness,kurtosis,entropy,contrast,energy,ASM,homogeneity,dissimilarity,correlation,image_name,class
0,30.5162353515625,39.54437905852483,1.2762762774467142,1.178947397349635,5.277698078637839,116.69892769607847,0.31673930677028667,0.10032378845332175,0.5729097609888284,4.618290441176471,0.9627453997091505,glioma_001.jpg,1
1,23.515533447265625,31.095192282364977,1.3186684451452995,1.4084595296588711,4.8767034111126835,60.506617647058825,0.32736239630816444,0.10716613851662372,0.616823872559111,3.3538909313725496,0.968765516392405,glioma_002.jpg,1
2,17.340087890625,25.488978415122332,1.6124257287600485,2.970323402857983,3.9854015096014934,34.09430147058823,0.38772942142621214,0.15033410423950522,0.7568461747643822,1.9457720588235292,0.9738159945086551,glioma_003.jpg,1
3,31.802322387695312,44.88932483870391,1.498482781976011,1.5602836942170395,5.355873102759346,126.51868872549022,0.29297619656049584,0.08583505175105428,0.5811626913418295,4.9859068627450975,0.9686716865874033,glioma_004.jpg,1
4,24.991058349609375,32.65860272069187,1.2218336366091367,0.8590482005988043,5.0390598828636985,72.49892769607843,0.3028720203810263,0.09173146072968481,0.614903623954627,3.478799019607843,0.9660705119109302,glioma_005.jpg,1
5,29.613571166992188,43.95630464778911,1.4390549355202735,1.3148155568372184,4.63229669314315,58.01982230392157,0.3506269562704329,0.12293926246346806,0.6900316747671199,2.8659313725490194,0.985017912260045,glioma_006.jpg,1
6,27.003067016601562,38.72317233487485,1.5440933217824782,2.1533265924505125,4.8666872339342,129.0374540441176,0.3403775908877328,0.11585690437853678,0.6236567668342394,4.422656249999998,0.9570589389436025,glioma_007.jpg,1
7,27.980575561523438,37.203118083404156,1.423706832008388,2.4793127179155325,4.6840490052425805,150.31617647058826,0.33767528348119386,0.11402459707410462,0.6509551632093585,4.098192401960784,0.9457897124499396,glioma_008.jpg,1
8,27.111480712890625,34.19137691225848,1.164567441599222,1.1585526810757347,4.85900426710002,117.24811580882356,0.3189027429331968,0.10169895945031662,0.6200330873881037,3.9735753676470593,0.9499268534061291,glioma_009.jpg,1
9,27.734481811523438,34.96731757383402,1.1988802093066864,1.4725017034621093,4.814514495172988,127.03678002450981,0.32842447748669096,0.10786263741240598,0.636094730658718,3.863863357843137,0.9481274197579702,glioma_010.jpg,1
10,27.904266357421875,37.67199273961992,1.3725586696423466,1.5738822432762207,4.967418163648125,115.97714460784316,0.3270508183752408,0.10696223779991475,0.6138997901903683,4.189583333333334,0.959211204213227,glioma_011.jpg,1
11,28.212875366210938,40.839875540952995,1.444076543432212,1.3799635418765837,4.927422732980981,136.52987132352942,0.34057380988576963,0.11599051998010834,0.6222915320060369,4.919791666666666,0.9591562128820933,glioma_012.jpg,1
12,15.271652221679688,21.003490621286364,1.789968914360252,4.301130413409814,4.596499850512997,48.52383578431373,0.3288454496701282,0.10813932976874881,0.6473630871265945,2.801593137254902,0.945105424471721,glioma_013.jpg,1
13,22.085342407226562,36.2338847530264,2.0313610438678964,4.729074973905052,4.326769022333868,117.4594362745098,0.370644877339981,0.1373776250983696,0.7110950132421503,3.343198529411765,0.9553767156646391,glioma_014.jpg,1
14,20.224517822265625,32.06405057546658,1.9129507655679852,4.4130560060455535,4.196433295385495,118.82306985294115,0.36916429818716157,0.13628227905601956,0.7205523999744985,3.2334865196078426,0.9423482715804806,glioma_015.jpg,1
15,30.13232421875,38.48632460320473,1.1657112959549896,0.691940989805095,5.0564831926701626,102.2511642156863,0.332905247584681,0.11082590386941774,0.598449125938557,4.314797794117648,0.9655355897538094,glioma_016.jpg,1
16,26.654937744140625,35.28300257090498,1.3674921722638305,1.8231995909483976,4.7281488860615735,66.2700980392157,0.3349269359830036,0.11217605244696299,0.6642732963079044,3.1574142156862743,0.9734282738962708,glioma_017.jpg,1
17,21.961334228515625,35.40097117432047,1.7051149517291113,2.201132462840528,4.4045074589858375,48.6210324754902,0.3688631073950655,0.1360599919971436,0.6938394060477342,2.7991574754901962,0.98064872466465,glioma_018.jpg,1
18,28.943878173828125,36.4471645898478,1.0899793889433058,0.7495642081298168,4.79975369382118,57.43140318627452,0.3280623639349167,0.10762491463056575,0.6423814127641478,2.92359068627451,0.9784149682067877,glioma_019.jpg,1
19,27.351699829101562,39.21057494451252,1.5631290438081324,2.2365311300335122,4.955213117150519,113.66908700980393,0.3211890199801386,0.10316238655580186,0.6342913986847759,4.015533088235294,0.963107704441025,glioma_020.jpg,1
20,28.207244873046875,36.59159149139516,1.288595415943645,1.0336305006247937,5.071058298860967,107.39811580882358,0.33496420610154826,0.11220101936924051,0.5779101512662437,4.3903645833333345,0.9599578762827418,glioma_021.jpg,1
21,25.873641967773438,34.601256593395966,1.5893658445421208,2.981481463628074,4.715588962641007,103.23299632352943,0.34278411901908185,0.11750095225168807,0.6396755853598748,3.728063725490197,0.9569614898565842,glioma_022.jpg,1
22,27.24420166015625,37.363291622415666,1.3898273012128266,1.6366688965549718,4.915035857983776,96.0977328431373,0.3432890034713991,0.11784733990438627,0.6213918114508078,3.534436274509804,0.9656442387719,glioma_023.jpg,1
23,28.2791748046875,40.96794814900736,1.3721845200076992,1.2537194438502874,4.722439615385687,66.9060968137255,0.3480898998304578,0.12116657836397812,0.6575548101971563,3.0468750000000013,0.9801088970360624,glioma_024.jpg,1
24,27.92083740234375,39.303604221703836,1.425331059740817,1.310576256833074,5.117199401695307,125.52936580882354,0.3171811989256291,0.10060391295189951,0.592694709720147,4.956142769607843,0.9594483170656576,glioma_025.jpg,1
25,26.130691528320312,36.8684803780086,1.525589984336042,2.3087121523762217,4.588504762476594,63.257567401960785,0.343487455094382,0.11798363180721508,0.6986970467040626,2.9138480392156865,0.9767767727506607,glioma_026.jpg,1
26,28.24267578125,36.54790634324448,1.5478055205312906,2.9218182137608677,4.9019551081270425,138.54601715686275,0.3268156344037087,0.10680845889069858,0.6128694899583232,4.255085784313725,0.9482209414476286,glioma_027.jpg,1
27,23.242538452148438,32.043249431929446,1.5651454754946048,2.7094229482290375,4.520666883617286,58.21957720588236,0.34948010536274865,0.12213634404435791,0.6956663195069833,2.7611213235294114,0.9717015170789585,glioma_028.jpg,1
28,23.320953369140625,33.2464076958252,1.6672918142989064,3.296568938972613,4.739999145572475,108.57405024509806,0.33459716542097545,0.1119552631077516,0.6595927915892384,3.3910845588235308,0.9509837461455434,glioma_029.jpg,1
29,32.523193359375,48.568865580403454,1.738498217384531,2.6211444198305234,5.108343487003785,57.02902879901963,0.2616160421428011,0.06844295350646387,0.6587773266428095,3.0058976715686274,0.987939097647252,glioma_031.jpg,1
30,25.000442504882812,37.180572939058514,1.7360743146403232,2.962275411390623,4.833754414136896,98.3362898284314,0.3407568857893246,0.11611525521283883,0.6282694021537448,3.753722426470589,0.9645094449868022,glioma_032.jpg,1
31,22.261550903320312,33.788615819836124,1.8179402173562016,3.4065723363325278,4.641773961414416,80.24905024509803,0.353054106686119,0.12464720224793348,0.6692989526299322,3.287530637254902,0.9649321421299399,glioma_033.jpg,1
32,21.631500244140625,30.744501563482256,1.7155319107693277,3.7338372620920763,4.543118327121083,97.53511029411764,0.34893351297911274,0.12175459647994465,0.6821930530066734,3.126102941176471,0.9485079465011559,glioma_034.jpg,1
33,22.573806762695312,32.97512041272413,1.7169560908148847,3.497860049427466,4.360891551292383,90.2612132352941,0.36624123579088824,0.134132642793637,0.6995220844014183,3.03330269607843,0.9585812027128069,glioma_035.jpg,1
34,25.700408935546875,34.38105278498982,1.3055761221201938,1.5455958032638666,4.493422239365367,63.405790441176464,0.3637195467923254,0.13229190871881455,0.6963419070714085,2.8269607843137257,0.9732259844494974,glioma_036.jpg,1
35,43.04518127441406,44.59867346775133,0.8063124588357856,-0.0007645305478622966,5.966613175347225,139.33275122549023,0.21980683183022018,0.0483150433192387,0.479755158339452,5.539889705882353,0.9649951055941213,glioma_037.jpg,1
36,33.5435791015625,37.475589698816165,1.2077195088826294,1.4248319926469835,5.758775352031123,107.65000000000003,0.22180700762021338,0.0491983486294334,0.5249940687359762,4.452389705882353,0.9617174733779592,glioma_038.jpg,1
